__v,_id,description,owner,token_id,token_id_old
0,61f6dc7d9c729c57a23079b9,Apt #6 - Floor #94 - Tower #1 - Standard,0xfb8ba0706b03aee4274e8b60bc2de5a6a177ffa4,109406,2206774564966433947166689696507183869586471703389774980152762759869292871681
0,61f6dc7d9c729c57a23079bb,Apt #4 - Floor #94 - Tower #1 - Standard,0xf051fc1b1ac339934c384769c9f3efc524cb54c3,109404,2206774564966433947166689696507183869586471703389774980152762757670269616129
0,61f6dc7d9c729c57a23079bc,Apt #3 - Floor #94 - Tower #1 - Standard,0xcc319ce8ce9fddb53c528148fce63aa300ff2b91,109403,2206774564966433947166689696507183869586471703389774980152762756570757988353
0,61f6dc7d9c729c57a23079be,Apt #1 - Floor #94 - Tower #1 - Standard,0x4a3ef4460403880c6ce6df7c6c92eeab569516e2,109401,2206774564966433947166689696507183869586471703389774980152762754371734732801
0,61f6dc7d9c729c57a23079bd,Apt #2 - Floor #94 - Tower #1 - Standard,0xa67286d1051a789f9fad1b9e18b43644f8786cd3,109402,2206774564966433947166689696507183869586471703389774980152762755471246360577
0,61f6dc7d9c729c57a23079bf,Apt #22 - Floor #97 - Tower #1 - Luxury,0x434aa19be9925388b114c8c814f74e93761ed682,109722,2206774564966433947166689696507183869586471703389774980152762753272223105025
0,61f6dc7d9c729c57a23079c0,Apt #21 - Floor #97 - Tower #1 - Luxury,0xbe04e156ca437c714f256494c974ef7d93d10833,109721,2206774564966433947166689696507183869586471703389774980152762752172711477249
0,61f6dc7d9c729c57a23079c1,Apt #3 - Floor #97 - Tower #1 - Standard,0xf7e695aa95048269daef06f743d54691b2cf9b4e,109703,2206774564966433947166689696507183869586471703389774980152762751073199849473
0,61f6dc7d9c729c57a23079c2,Apt #2 - Floor #97 - Tower #1 - Standard,0x5f5e8e6f47f120961fb22bc61d4de98f992faaad,109702,2206774564966433947166689696507183869586471703389774980152762749973688221697
0,61f6dc7d9c729c57a23079c3,Apt #1 - Floor #97 - Tower #1 - Standard,0x0d84826e43c413dc589edd06ad2a14921b511048,109701,2206774564966433947166689696507183869586471703389774980152762748874176593921
0,61f6dc7d9c729c57a23079c4,Apt #9 - Floor #42 - Tower #1 - Standard,0xc06ada526fc0632501678ad3792dd5aa3ab099a0,104209,2206774564966433947166689696507183869586471703389774980152762747774664966145
0,61f6dc7d9c729c57a23079c5,Apt #22 - Floor #82 - Tower #1 - Luxury,0xD33aCc9b9C2F933FD85E8C3C96DCf6C20C4BAE86,108222,2206774564966433947166689696507183869586471703389774980152762746675153338369
0,61f6dc7d9c729c57a23079c6,Apt #21 - Floor #82 - Tower #1 - Luxury,0xd65c597cda089d15554b4727de09cb237892ab26,108221,2206774564966433947166689696507183869586471703389774980152762745575641710593
0,61f6dc7d9c729c57a23079c7,Apt #20 - Floor #82 - Tower #1 - Standard,0x080323ba8ebfc7d9a6650ff5b9deeaa3ac18b1c5,108220,2206774564966433947166689696507183869586471703389774980152762744476130082817
0,61f6dc7d9c729c57a23079c8,Apt #19 - Floor #82 - Tower #1 - Standard,0xb3446ed015dde7547d552ebfac644743c22dd2f3,108219,2206774564966433947166689696507183869586471703389774980152762743376618455041
0,61f6dc7d9c729c57a23079ca,Apt #17 - Floor #82 - Tower #1 - Standard,0xf99983c1b128b87bed9ae10ec19df12fefdeb822,108217,2206774564966433947166689696507183869586471703389774980152762741177595199489
0,61f6dc7d9c729c57a23079c9,Apt #18 - Floor #82 - Tower #1 - Standard,0x390e8a38103bd86e7cb7d5fc421a1accb105e58a,108218,2206774564966433947166689696507183869586471703389774980152762742277106827265
0,61f6dc7d9c729c57a23079cb,Apt #16 - Floor #82 - Tower #1 - Standard,0xcd1dbb791a11ee6a036c3e3e92671a511d6283fb,108216,2206774564966433947166689696507183869586471703389774980152762740078083571713
0,61f6dc7d9c729c57a23079cc,Apt #15 - Floor #82 - Tower #1 - Standard,0x24cad34f53b9f13b5f1e7a4a81eba1c1dac5eba5,108215,2206774564966433947166689696507183869586471703389774980152762738978571943937
0,61f6dc7d9c729c57a23079cd,Apt #14 - Floor #82 - Tower #1 - Standard,0xabb8f226f4c9ee38c8a88b8e554e6f1604add2bf,108214,2206774564966433947166689696507183869586471703389774980152762737879060316161
0,61f6dc7d9c729c57a23079ce,Apt #13 - Floor #82 - Tower #1 - Standard,0x3923ae61411f4fa9b6f2b6edd007d6e80c50119c,108213,2206774564966433947166689696507183869586471703389774980152762736779548688385
0,61f6dc7d9c729c57a23079cf,Apt #12 - Floor #82 - Tower #1 - Standard,0x1779520558daa20943947751bf42d0d82b6bdc78,108212,2206774564966433947166689696507183869586471703389774980152762735680037060609
0,61f6dc7d9c729c57a23079d0,Apt #11 - Floor #82 - Tower #1 - Standard,0xf02351e145a4df9bb956714e0b5b2e9d3027f127,108211,2206774564966433947166689696507183869586471703389774980152762734580525432833
0,61f6dc7d9c729c57a23079d1,Apt #10 - Floor #82 - Tower #1 - Standard,0x5a310b7e9f7aac1b795bac093030419f71393009,108210,2206774564966433947166689696507183869586471703389774980152762733481013805057
0,61f6dc7d9c729c57a23079d2,Apt #9 - Floor #82 - Tower #1 - Standard,0x91dc40e84ee71cea830633def178caedd77a7d40,108209,2206774564966433947166689696507183869586471703389774980152762732381502177281
0,61f6dc7d9c729c57a23079d3,Apt #8 - Floor #82 - Tower #1 - Standard,0x5f5e8e6f47f120961fb22bc61d4de98f992faaad,108208,2206774564966433947166689696507183869586471703389774980152762731281990549505
0,61f6dc7d9c729c57a23079d4,Apt #7 - Floor #82 - Tower #1 - Standard,0xeb807fd795d8ff789892670eca630eba6b003d56,108207,2206774564966433947166689696507183869586471703389774980152762730182478921729
0,61f6dc7d9c729c57a23079d5,Apt #6 - Floor #82 - Tower #1 - Standard,0x735e0301e31bdb21da25b224ab7a5a8d79c25e08,108206,2206774564966433947166689696507183869586471703389774980152762729082967293953
0,61f6dc7d9c729c57a23079d6,Apt #5 - Floor #82 - Tower #1 - Standard,0x3ce883660b9ada3e1ff29afc9991aa97fb961ee2,108205,2206774564966433947166689696507183869586471703389774980152762727983455666177
0,61f6dc7d9c729c57a23079d7,Apt #4 - Floor #82 - Tower #1 - Standard,0xc144c6f8fd379ef87ca0486d95eedce5006b1bd8,108204,2206774564966433947166689696507183869586471703389774980152762726883944038401
0,61f6dc7d9c729c57a23079d8,Apt #3 - Floor #82 - Tower #1 - Standard,0xD33aCc9b9C2F933FD85E8C3C96DCf6C20C4BAE86,108203,2206774564966433947166689696507183869586471703389774980152762725784432410625
0,61f6dc7d9c729c57a23079d9,Apt #2 - Floor #82 - Tower #1 - Standard,0xD33aCc9b9C2F933FD85E8C3C96DCf6C20C4BAE86,108202,2206774564966433947166689696507183869586471703389774980152762724684920782849
0,61f6dc7d9c729c57a23079da,Apt #1 - Floor #82 - Tower #1 - Standard,0xD33aCc9b9C2F933FD85E8C3C96DCf6C20C4BAE86,108201,2206774564966433947166689696507183869586471703389774980152762723585409155073
0,61f6dc7d9c729c57a23079db,Apt #22 - Floor #93 - Tower #1 - Luxury,0xf5ec6779d899e67497d99a18cf78c1280f9459aa,109322,2206774564966433947166689696507183869586471703389774980152762722485897527297
0,61f6dc7d9c729c57a23079dc,Apt #21 - Floor #93 - Tower #1 - Luxury,0x0e2c8b5e179deae55fd6e0781e53e7f96e76dbfe,109321,2206774564966433947166689696507183869586471703389774980152762721386385899521
0,61f6dc7d9c729c57a23079dd,Apt #20 - Floor #93 - Tower #1 - Standard,0x7b1b67a10aec6247f0d0b3060ede29db6e7f19a5,109320,2206774564966433947166689696507183869586471703389774980152762720286874271745
0,61f6dc7d9c729c57a23079de,Apt #19 - Floor #93 - Tower #1 - Standard,0x1c59cdc6f89d7c436ed0cc537dcb195b38e6ebcd,109319,2206774564966433947166689696507183869586471703389774980152762719187362643969
0,61f6dc7d9c729c57a23079df,Apt #18 - Floor #93 - Tower #1 - Standard,0x322b4d1dea0213047ff23dd7687b6e0fcc78e546,109318,2206774564966433947166689696507183869586471703389774980152762718087851016193
0,61f6dc7d9c729c57a23079e1,Apt #16 - Floor #93 - Tower #1 - Standard,0xb0acf08a36de52e8f3c4f975971973f20781dba3,109316,2206774564966433947166689696507183869586471703389774980152762715888827760641
0,61f6dc7d9c729c57a23079e0,Apt #17 - Floor #93 - Tower #1 - Standard,0xb3557ba0d49bb21b43b2a5ac1db4b5258b8e6640,109317,2206774564966433947166689696507183869586471703389774980152762716988339388417
0,61f6dc7d9c729c57a23079e2,Apt #15 - Floor #93 - Tower #1 - Standard,0x217fdd41ecd3ce8d346ea7fd5a0357983ff5a91e,109315,2206774564966433947166689696507183869586471703389774980152762714789316132865
0,61f6dc7d9c729c57a23079e3,Apt #14 - Floor #93 - Tower #1 - Standard,0x9228c501a1360b06c21e0843b6a7a96436002dcc,109314,2206774564966433947166689696507183869586471703389774980152762713689804505089
0,61f6dc7d9c729c57a23079e4,Apt #13 - Floor #93 - Tower #1 - Standard,0x76c46055a0f0cccbe47fbdc35a17b88027b657a3,109313,2206774564966433947166689696507183869586471703389774980152762712590292877313
0,61f6dc7d9c729c57a23079e5,Apt #12 - Floor #93 - Tower #1 - Standard,0x27bc503afb91d9e7fef952446e6ae847f4963cd2,109312,2206774564966433947166689696507183869586471703389774980152762711490781249537
0,61f6dc7d9c729c57a23079e8,Apt #9 - Floor #93 - Tower #1 - Standard,0x3eb7311839c0ec74fcaf7f18457e8bbca912d188,109309,2206774564966433947166689696507183869586471703389774980152762708192246366209
0,61f6dc7d9c729c57a23079e9,Apt #8 - Floor #93 - Tower #1 - Standard,0x5506c3d9545056099c6cac3d622d530f3ae1f5ee,109308,2206774564966433947166689696507183869586471703389774980152762707092734738433
0,61f6dc7d9c729c57a23079ef,Apt #2 - Floor #93 - Tower #1 - Standard,0x6bfa6b948af76082f3f2b59a225e2be147c5c2e7,109302,2206774564966433947166689696507183869586471703389774980152762700495664971777
0,61f6dc7d9c729c57a23079ed,Apt #4 - Floor #93 - Tower #1 - Standard,0xbd363599b9a7c532682affd88fd4109765636860,109304,2206774564966433947166689696507183869586471703389774980152762702694688227329
0,61f6dc7d9c729c57a23079ee,Apt #3 - Floor #93 - Tower #1 - Standard,0x886184b91998dbdf947844606921f03405a3a4bc,109303,2206774564966433947166689696507183869586471703389774980152762701595176599553
0,61f6dc7d9c729c57a23079ec,Apt #5 - Floor #93 - Tower #1 - Standard,0x8fc8eb6f70f6cf9196ab30a8b267a7c22d395a80,109305,2206774564966433947166689696507183869586471703389774980152762703794199855105
0,61f6dc7d9c729c57a23079f2,Apt #21 - Floor #86 - Tower #1 - Luxury,0xc0855f464261832aa43f1d9d9e1cc2aceef7c54b,108621,2206774564966433947166689696507183869586471703389774980152762697197130088449
0,61f6dc7d9c729c57a23079e7,Apt #10 - Floor #93 - Tower #1 - Standard,0xe028e59d0284b9cefbf32057a6ac10b2e963895a,109310,2206774564966433947166689696507183869586471703389774980152762709291757993985
0,61f6dc7d9c729c57a23079f1,Apt #22 - Floor #86 - Tower #1 - Luxury,0xb838c132717805236fbf42dc5b4950988a8772e8,108622,2206774564966433947166689696507183869586471703389774980152762698296641716225
0,61f6dc7d9c729c57a23079eb,Apt #6 - Floor #93 - Tower #1 - Standard,0x9a6798bbb486ad11583f2f46f7de0d6bb960c6ea,109306,2206774564966433947166689696507183869586471703389774980152762704893711482881
0,61f6dc7d9c729c57a23079e6,Apt #11 - Floor #93 - Tower #1 - Standard,0xcbde38ec5a7dea3526b6209010c64b44ee91b6c1,109311,2206774564966433947166689696507183869586471703389774980152762710391269621761
0,61f6dc7d9c729c57a23079ea,Apt #7 - Floor #93 - Tower #1 - Standard,0xa01346e29f3532af6f56cabcab07e703edb45e97,109307,2206774564966433947166689696507183869586471703389774980152762705993223110657
0,61f6dc7d9c729c57a23079f0,Apt #1 - Floor #93 - Tower #1 - Standard,0x7b1b67a10aec6247f0d0b3060ede29db6e7f19a5,109301,2206774564966433947166689696507183869586471703389774980152762699396153344001
0,61f6dc7d9c729c57a23079f4,Apt #19 - Floor #86 - Tower #1 - Standard,0xa8ed8f8932f6c2e1c88b59a4a339e04646eeb1fe,108619,2206774564966433947166689696507183869586471703389774980152762694998106832897
0,61f6dc7d9c729c57a23079f3,Apt #20 - Floor #86 - Tower #1 - Standard,0x92c944c1ae06268414feaa625dad29839cd0220a,108620,2206774564966433947166689696507183869586471703389774980152762696097618460673
0,61f6dc7d9c729c57a23079fb,Apt #12 - Floor #86 - Tower #1 - Standard,0x26336ea0829cd88307032db2c8abaaa05e97e082,108612,2206774564966433947166689696507183869586471703389774980152762687301525438465
0,61f6dc7d9c729c57a23079f5,Apt #18 - Floor #86 - Tower #1 - Standard,0x839b7d72ac4eacd85034d44fd7345533ea43be45,108618,2206774564966433947166689696507183869586471703389774980152762693898595205121
0,61f6dc7d9c729c57a23079fa,Apt #13 - Floor #86 - Tower #1 - Standard,0x9a3e5d3340267bfb0b6dab845630d35b844a317d,108613,2206774564966433947166689696507183869586471703389774980152762688401037066241
0,61f6dc7d9c729c57a23079f9,Apt #14 - Floor #86 - Tower #1 - Standard,0x2c262bc7a0815c097d1d7dc0514d3c87cabfb068,108614,2206774564966433947166689696507183869586471703389774980152762689500548694017
0,61f6dc7d9c729c57a23079f8,Apt #15 - Floor #86 - Tower #1 - Standard,0x29636a9d64b526be70b367ebe4fdecb54b4281d5,108615,2206774564966433947166689696507183869586471703389774980152762690600060321793
0,61f6dc7d9c729c57a23079fe,Apt #9 - Floor #86 - Tower #1 - Standard,0x9f222c4533507c1a5e986f03f6fa3d5321f04b08,108609,2206774564966433947166689696507183869586471703389774980152762684002990555137
0,61f6dc7d9c729c57a23079fc,Apt #11 - Floor #86 - Tower #1 - Standard,0xc6b31d3a7b6b02e0ea9eea1fdf5320c4384b0fed,108611,2206774564966433947166689696507183869586471703389774980152762686202013810689
0,61f6dc7d9c729c57a23079ff,Apt #8 - Floor #86 - Tower #1 - Standard,0x455c5dc8da0770f397c0b587be2093f7ec0dff75,108608,2206774564966433947166689696507183869586471703389774980152762682903478927361
0,61f6dc7d9c729c57a23079fd,Apt #10 - Floor #86 - Tower #1 - Standard,0x9fc181b94d47de12219d4d9e8d71f0fcd3e13f2b,108610,2206774564966433947166689696507183869586471703389774980152762685102502182913
0,61f6dc7d9c729c57a23079f7,Apt #16 - Floor #86 - Tower #1 - Standard,0x9fd8ef7e3867e962b401bc7289272653fec11245,108616,2206774564966433947166689696507183869586471703389774980152762691699571949569
0,61f6dc7d9c729c57a23079f6,Apt #17 - Floor #86 - Tower #1 - Standard,0x70f0bbbb3488e17b93b2d3ede0bed4ee67c9cfcc,108617,2206774564966433947166689696507183869586471703389774980152762692799083577345
0,61f6dc7d9c729c57a2307a00,Apt #7 - Floor #86 - Tower #1 - Standard,0x0f13ca2b20d18378ba0a8ecaada648d82227c994,108607,2206774564966433947166689696507183869586471703389774980152762681803967299585
0,61f6dc7d9c729c57a2307a01,Apt #6 - Floor #86 - Tower #1 - Standard,0xc0855f464261832aa43f1d9d9e1cc2aceef7c54b,108606,2206774564966433947166689696507183869586471703389774980152762680704455671809
0,61f6dc7d9c729c57a2307a02,Apt #5 - Floor #86 - Tower #1 - Standard,0x8a93e113b62e009a4e3a04dde9cde3a440b7bf78,108605,2206774564966433947166689696507183869586471703389774980152762679604944044033
0,61f6dc7d9c729c57a2307a04,Apt #3 - Floor #86 - Tower #1 - Standard,0xa5c6ec1ab56110d22ac7ef093ca4483c3ac7b844,108603,2206774564966433947166689696507183869586471703389774980152762677405920788481
0,61f6dc7d9c729c57a2307a03,Apt #4 - Floor #86 - Tower #1 - Standard,0xc0855f464261832aa43f1d9d9e1cc2aceef7c54b,108604,2206774564966433947166689696507183869586471703389774980152762678505432416257
0,61f6dc7d9c729c57a2307a05,Apt #2 - Floor #86 - Tower #1 - Standard,0xc0855f464261832aa43f1d9d9e1cc2aceef7c54b,108602,2206774564966433947166689696507183869586471703389774980152762676306409160705
0,61f6dc7d9c729c57a2307a06,Apt #1 - Floor #86 - Tower #1 - Standard,0xc6579e1c7797eedccc36e354907be27455723b45,108601,2206774564966433947166689696507183869586471703389774980152762675206897532929
0,61f6dc7d9c729c57a2307a09,Apt #20 - Floor #79 - Tower #1 - Standard,0xa11e6a4b791e93899f349d7e2c54cb4a97e0c867,107920,2206774564966433947166689696507183869586471703389774980152762671908362649601
0,61f6dc7d9c729c57a2307a08,Apt #21 - Floor #79 - Tower #1 - Luxury,0xD33aCc9b9C2F933FD85E8C3C96DCf6C20C4BAE86,107921,2206774564966433947166689696507183869586471703389774980152762673007874277377
0,61f6dc7d9c729c57a2307a07,Apt #22 - Floor #79 - Tower #1 - Luxury,0xD33aCc9b9C2F933FD85E8C3C96DCf6C20C4BAE86,107922,2206774564966433947166689696507183869586471703389774980152762674107385905153
0,61f6dc7d9c729c57a2307a0b,Apt #18 - Floor #79 - Tower #1 - Standard,0x5382a9270f342ca9c5dc077215c5270d2e388be3,107918,2206774564966433947166689696507183869586471703389774980152762669709339394049
0,61f6dc7d9c729c57a2307a0c,Apt #17 - Floor #79 - Tower #1 - Standard,0xc23be914242330a2cb1f869cb96ddfd122f5666f,107917,2206774564966433947166689696507183869586471703389774980152762668609827766273
0,61f6dc7d9c729c57a2307a0e,Apt #15 - Floor #79 - Tower #1 - Standard,0xeb3ebb09533203d70947ddc984094ca1a30e9f32,107915,2206774564966433947166689696507183869586471703389774980152762666410804510721
0,61f6dc7d9c729c57a2307a0a,Apt #19 - Floor #79 - Tower #1 - Standard,0x0d509fdc294f6c573e8c138cfbf8c71df7756d14,107919,2206774564966433947166689696507183869586471703389774980152762670808851021825
0,61f6dc7d9c729c57a2307a0d,Apt #16 - Floor #79 - Tower #1 - Standard,0xbc60c83220536f843aed468d9e33704467da95f6,107916,2206774564966433947166689696507183869586471703389774980152762667510316138497
0,61f6dc7d9c729c57a2307a0f,Apt #14 - Floor #79 - Tower #1 - Standard,0x55cd7f38048b4d144a319b5156bfbe8a166d42b1,107914,2206774564966433947166689696507183869586471703389774980152762665311292882945
0,61f6dc7d9c729c57a2307a11,Apt #12 - Floor #79 - Tower #1 - Standard,0xd5b492b48824d578ac008eb094c2ec036c2aa2f0,107912,2206774564966433947166689696507183869586471703389774980152762663112269627393
0,61f6dc7d9c729c57a2307a10,Apt #13 - Floor #79 - Tower #1 - Standard,0xcf33a8c537e0120f0f3f65e4b4b297991bc8cd39,107913,2206774564966433947166689696507183869586471703389774980152762664211781255169
